"name" "state" "reads_raw" "reads_passed_filter" "refseq_mapped_reads" "refseq_unmapped_reads" "clusters_total" "clusters_hidepth" "hetero_est" "error_est" "reads_consens" "loci_in_assembly" "sites" "site_simple"
"P5_B08_GRH_RUM_TER_SP" 7 788894 787921 163194 624727 16048 5520 0.004021 0.000843 5213 3958 "GRH_RUM" "GRH"
"P5_B09_GRH_PIS_LAW_SP" 7 306061 305948 64397 241551 9638 3342 0.00344 0.000976 3201 2496 "GRH_PIS" "GRH"
"P5_B10_GRH_RUM_FAR_SP" 7 674746 674605 140344 534261 5764 2707 0.001841 0.000642 2640 2053 "GRH_RUM" "GRH"
"P5_B11_GRH_PIS_LAW_SP" 7 401709 401504 83312 318192 8451 2761 0.002272 0.000908 2683 1926 "GRH_PIS" "GRH"
"P5_C01_GRH_RUM_HAM_SP" 7 3375118 3373455 676628 2696827 27560 13646 0.004786 0.000825 12724 6152 "GRH_RUM" "GRH"
"P5_C02_GRH_PIS_LAW_SP" 7 1885667 1885021 388685 1496336 20647 9102 0.004076 0.000845 8638 5446 "GRH_PIS" "GRH"
"P5_C03_GRH_PIS_STA_SP" 7 1954936 1954320 405946 1548374 14579 5770 0.003276 0.000718 5539 3873 "GRH_PIS" "GRH"
"P5_C04_GRH_PIS_LAW_SP" 7 3414426 3413575 718902 2694673 22525 10732 0.00397 0.000756 10250 5764 "GRH_PIS" "GRH"
"P5_C06_GRH_PIS_STA_SP" 7 3382084 3381144 709593 2671551 26773 13742 0.003921 0.000826 13011 6043 "GRH_PIS" "GRH"
"P5_C08_GRH_PIS_LAW_SP" 7 1108124 1107847 228146 879701 13901 6027 0.003045 0.000771 5814 4177 "GRH_PIS" "GRH"
"P5_C09_GRH_PIS_LAW_SP" 7 463312 463152 97299 365853 6045 2755 0.00192 0.00077 2691 2096 "GRH_PIS" "GRH"
"P5_C10_GRH_RUM_FAR_SP" 7 643993 643764 134494 509270 9788 4048 0.003354 0.000761 3913 3135 "GRH_RUM" "GRH"
"P5_C11_GRH_PIS_LAW_SP" 7 431578 431354 88293 343061 9699 3299 0.00292 0.000808 3186 2578 "GRH_PIS" "GRH"
"P5_C12_GRH_PIS_LAW_SP" 7 416150 416021 83406 332615 9559 3932 0.003318 0.000804 3783 2915 "GRH_PIS" "GRH"
"P5_D01_GRH_RUM_HAM_SP" 7 708503 708330 142806 565524 12990 5479 0.00422 0.000835 5238 4190 "GRH_RUM" "GRH"
"P5_D03_GRH_PIS_STA_SP" 7 4177501 4175296 848785 3326511 22010 9284 0.004365 0.000732 8757 5539 "GRH_PIS" "GRH"
"P5_D04_GRH_PIS_LAW_SP" 7 2658152 2657143 543731 2113412 21075 9838 0.004007 0.000699 9366 5542 "GRH_PIS" "GRH"
"P5_D06_GRH_PIS_STA_SP" 7 763430 763088 156265 606823 16197 6695 0.003601 0.000846 6388 4296 "GRH_PIS" "GRH"
"P5_D07_GRH_PIS_STA_SP" 7 355707 355632 73227 282405 10750 4130 0.004232 0.000937 3933 3233 "GRH_PIS" "GRH"
"P5_D08_GRH_PIS_LAW_SP" 7 988696 988389 203349 785040 9220 3330 0.0025 0.000686 3208 2353 "GRH_PIS" "GRH"
"P5_D09_GRH_PIS_STA_SP" 7 1000197 999887 206685 793202 12169 5033 0.002821 0.000737 4861 3752 "GRH_PIS" "GRH"
"P5_D10_GRH_RUM_FAR_SP" 7 167844 167594 33459 134135 5508 1853 0.002646 0.000847 1802 1461 "GRH_RUM" "GRH"
"P5_D11_GRH_PIS_LAW_SP" 7 1013047 1012813 206843 805970 10749 4978 0.00294 0.000793 4822 3744 "GRH_PIS" "GRH"
"P5_D12_GRH_PIS_LAW_SP" 7 1453079 1452408 295542 1156866 17644 7433 0.003731 0.000809 7096 4967 "GRH_PIS" "GRH"
"P5_E02_GRH_PIS_LAW_SP" 7 1243551 1243223 207099 1036124 15078 6287 0.004279 9e-04 6002 4601 "GRH_PIS" "GRH"
"P5_E04_GRH_PIS_LAW_SP" 7 1510278 1509562 309338 1200224 21233 8365 0.004739 0.000873 7833 5280 "GRH_PIS" "GRH"
"P5_E05_GRH_RUM_TER_SP" 7 1640308 1639546 343512 1296034 19179 8416 0.003564 0.000812 8007 5006 "GRH_RUM" "GRH"
"P5_E07_GRH_RUM_TER_SP" 7 1270550 1270195 265699 1004496 17178 7923 0.003703 0.000767 7589 5063 "GRH_RUM" "GRH"
"P5_E08_GRH_PIS_LAW_SP" 7 1295667 1295304 270259 1025045 19283 7322 0.00474 0.001055 6905 4977 "GRH_PIS" "GRH"
"P5_E09_GRH_PIS_STA_SP" 7 1138866 1138408 234922 903486 13241 5348 0.003386 0.000772 5134 3830 "GRH_PIS" "GRH"
"P5_E10_GRH_RUM_FAR_SP" 7 330905 330788 70130 260658 8570 3336 0.003104 0.000819 3199 2504 "GRH_RUM" "GRH"
"P5_E11_GRH_PIS_LAW_SP" 7 1278143 1277347 263912 1013435 13677 4905 0.002899 0.000739 4692 3134 "GRH_PIS" "GRH"
"P5_E12_GRH_PIS_LAW_SP" 7 638652 638479 135763 502716 6611 2811 0.001886 0.000685 2737 2134 "GRH_PIS" "GRH"
"P5_F03_GRH_PIS_STA_SP" 7 1840271 1839557 383441 1456116 17173 7046 0.003603 0.000774 6741 4781 "GRH_PIS" "GRH"
"P5_F04_GRH_PIS_LAW_SP" 7 3668613 3667103 743953 2923150 27443 13165 0.004376 0.000785 12325 6105 "GRH_PIS" "GRH"
"P5_F05_GRH_RUM_TER_SP" 7 1108795 1107866 230987 876879 18532 7049 0.00378 0.000807 6673 4712 "GRH_RUM" "GRH"
"P5_F06_GRH_PIS_STA_SP" 7 731346 731131 153103 578028 11025 4280 0.002485 0.000828 4144 2816 "GRH_PIS" "GRH"
"P5_F07_GRH_RUM_TER_SP" 7 713247 713066 142830 570236 10871 4823 0.003087 0.000751 4656 3611 "GRH_RUM" "GRH"
"P5_F08_GRH_PIS_LAW_SP" 7 1012450 1012224 212769 799455 17293 7715 0.00401 0.000823 7365 4876 "GRH_PIS" "GRH"
"P5_F10_GRH_RUM_FAR_SP" 7 1480217 1479861 302822 1177039 13333 5606 0.002822 0.000746 5406 3653 "GRH_RUM" "GRH"
"P5_F11_GRH_PIS_LAW_SP" 7 564545 563842 119035 444807 11794 3934 0.00285 0.000792 3778 2796 "GRH_PIS" "GRH"
"P5_F12_GRH_BEL_KEY_SP" 7 1826876 1826227 377594 1448633 13141 5324 0.003066 0.000715 5110 3680 "GRH_BEL" "GRH"
"P5_G02_GRH_PIS_STA_SP" 7 1029641 1029425 212045 817380 12773 5885 0.003731 0.000771 5653 4389 "GRH_PIS" "GRH"
"P5_G03_GRH_PIS_STA_SP" 7 620712 620126 125013 495113 14369 4442 0.003359 0.000847 4233 3167 "GRH_PIS" "GRH"
"P5_G04_GRH_BEL_KEY_SP" 7 4704189 4702950 942362 3760588 27857 13648 0.004317 0.000777 12834 6199 "GRH_BEL" "GRH"
"P5_G05_GRH_PIS_STA_SP" 7 2206908 2206026 455074 1750952 20541 8847 0.004057 0.000807 8399 5390 "GRH_PIS" "GRH"
"P5_G06_GRH_PIS_STA_SP" 7 2722236 2720643 559150 2161493 21990 10136 0.00392 0.000764 9591 5445 "GRH_PIS" "GRH"
"P5_G07_GRH_RUM_TER_SP" 7 3777247 3775610 772391 3003219 23345 12293 0.003661 0.000828 11648 5805 "GRH_RUM" "GRH"
"P5_G08_GRH_PIS_LAW_SP" 7 998293 998042 204161 793881 15880 6525 0.006497 0.001098 6145 4586 "GRH_PIS" "GRH"
"P5_G09_GRH_BEL_KEY_SP" 7 1136471 1136076 232596 903480 12721 5619 0.003061 0.000714 5428 4032 "GRH_BEL" "GRH"
"P5_G10_GRH_RUM_FAR_SP" 7 3078307 3077302 636169 2441133 19156 7893 0.003853 0.000703 7492 4954 "GRH_RUM" "GRH"
"P5_H01_GRH_PIS_LAW_SP" 7 684987 684623 146521 538102 11877 4606 0.003249 0.000786 4425 3527 "GRH_PIS" "GRH"
"P5_H02_GRH_PIS_STA_SP" 7 2192876 2192401 451473 1740928 17097 7312 0.004235 0.000798 6990 5093 "GRH_PIS" "GRH"
"P5_H04_GRH_BEL_KEY_SP" 7 1142312 1141852 239603 902249 16165 6515 0.003772 0.000841 6222 4677 "GRH_BEL" "GRH"
"P5_H06_GRH_PIS_STA_SP" 7 2035776 2035033 410694 1624339 21347 8153 0.004501 0.000842 7639 5373 "GRH_PIS" "GRH"
"P5_H07_GRH_PIS_STA_SP" 7 572982 572761 119779 452982 10038 3960 0.002954 0.000751 3827 3045 "GRH_PIS" "GRH"
"P5_H08_GRH_PIS_LAW_SP" 7 269133 269055 55798 213257 9821 3197 0.007396 0.001225 2988 2448 "GRH_PIS" "GRH"
"P5_H09_GRH_PIS_LAW_SP" 7 384016 383940 78254 305686 7996 3932 0.003385 0.000839 3781 2990 "GRH_PIS" "GRH"
"P5_H10_GRH_PIS_LAW_SP" 7 551746 551600 111669 439931 6733 2394 0.002226 0.000686 2330 1741 "GRH_PIS" "GRH"
"P5_H11_GRH_PIS_LAW_SP" 7 512147 511702 107238 404464 15042 4538 0.004195 0.000882 4290 3408 "GRH_PIS" "GRH"
"P5_H12_GRH_PIS_LAW_SP" 7 1398876 1398459 284473 1113986 14724 5846 0.003474 0.000767 5596 4209 "GRH_PIS" "GRH"
"P6_A01_GRH_PIS_PAT_SP" 7 1414094 1412764 300618 1112146 30295 3615 0.005081 0.000589 3407 1600 "GRH_PIS" "GRH"
"P7_A01_GRH_PIS_STA_SP" 7 3623451 3622018 733008 2889010 25116 10904 0.005086 0.000843 10126 5845 "GRH_PIS" "GRH"
"P7_A02_GRH_BEL_KEY_SP" 7 575013 574796 114747 460049 12572 4718 0.003407 0.000822 4535 3543 "GRH_BEL" "GRH"
"P7_A03_GRH_PIS_PAT_SP" 7 340198 339885 68770 271115 14463 3586 0.004563 0.001039 3352 2723 "GRH_PIS" "GRH"
"P7_A05_GRH_RUM_FAR_SP" 7 1109067 1108774 228740 880034 13369 5376 0.00323 0.000762 5171 3920 "GRH_RUM" "GRH"
"P7_A07_GRH_RUM_HAM_SP" 7 1329132 1328758 273888 1054870 15396 6769 0.003369 0.000807 6507 4489 "GRH_RUM" "GRH"
"P7_A08_GRH_PIS_LAW_SP" 7 2066720 2066070 421707 1644363 16932 6854 0.00381 0.000731 6516 4463 "GRH_PIS" "GRH"
"P7_A09_GRH_PIS_LAW_SP" 7 424190 424067 90610 333457 7494 3135 0.002321 0.00079 3046 2393 "GRH_PIS" "GRH"
"P7_A10_NUR_DEMV_SP" 7 2088387 2087892 429094 1658798 18601 7694 0.005361 0.000842 7264 4614 "NUR_DEMV" "NUR"
"P7_A11_NUR_DEMV_SP" 7 1714605 1711688 341456 1370232 21413 9282 0.005622 0.000839 8651 4635 "NUR_DEMV" "NUR"
"P7_A12_NUR_NEWP_SP" 7 3992433 3991351 870266 3121085 24449 10824 0.005458 0.000776 10149 5496 "NUR_NEWP" "NUR"
"P7_B01_GRH_PIS_STA_SP" 7 392555 392425 78466 313959 5096 1986 0.001487 0.000764 1939 1518 "GRH_PIS" "GRH"
"P7_B02_GRH_BEL_KEY_SP" 7 322251 322039 67496 254543 11707 3735 0.003705 0.000883 3555 2940 "GRH_BEL" "GRH"
"P7_B04_GRH_RUM_TER_SP" 7 1106431 1106140 231527 874613 11414 5096 0.002457 0.000755 4945 3708 "GRH_RUM" "GRH"
"P7_B05_GRH_PIS_PAT_SP" 7 221311 221269 46552 174717 4982 2468 0.002254 0.000731 2404 1714 "GRH_PIS" "GRH"
"P7_B07_GRH_RUM_HAM_SP" 7 3485207 3484230 707436 2776794 21641 9944 0.004143 0.000789 9434 5402 "GRH_RUM" "GRH"
"P7_B08_GRH_PIS_LAW_SP" 7 1091996 1091757 216482 875275 10934 4522 0.002617 0.000716 4387 3330 "GRH_PIS" "GRH"
"P7_B09_GRH_PIS_LAW_SP" 7 1585874 1585118 315042 1270076 20287 8906 0.004525 0.000972 8371 4997 "GRH_PIS" "GRH"
"P7_B10_NUR_DEMV_SP" 7 1407913 1407013 298375 1108638 17901 6971 0.004851 0.000801 6585 4147 "NUR_DEMV" "NUR"
"P7_B11_NUR_NEWP_SP" 7 3004709 3003355 590256 2413099 23653 10468 0.005893 0.000858 9788 5351 "NUR_NEWP" "NUR"
"P7_B12_NUR_NEWP_SP" 7 648813 648577 138890 509687 15055 5729 0.005538 0.001011 5408 3844 "NUR_NEWP" "NUR"
"P7_C01_GRH_PIS_STA_SP" 7 1157926 1156998 236670 920328 20438 7979 0.004789 0.00087 7458 4960 "GRH_PIS" "GRH"
"P7_C02_GRH_BEL_KEY_SP" 7 3340488 3339292 675382 2663910 24166 10898 0.004496 0.000809 10226 5960 "GRH_BEL" "GRH"
"P7_C03_GRH_PIS_LAW_SP" 7 559272 558993 114608 444385 10728 3941 0.002998 0.000828 3803 2905 "GRH_PIS" "GRH"
"P7_C04_GRH_PIS_STA_SP" 7 733924 733699 146737 586962 11030 5294 0.00306 0.000731 5117 3919 "GRH_PIS" "GRH"
"P7_C05_GRH_BEL_KEY_SP" 7 2029411 2029075 427499 1601576 14543 6573 0.003035 0.000741 6342 4610 "GRH_BEL" "GRH"
"P7_C06_GRH_PIS_LAW_SP" 7 178652 178620 36479 142141 7175 2194 0.003817 0.000953 2092 1637 "GRH_PIS" "GRH"
"P7_C07_GRH_RUM_HAM_SP" 7 2124844 2124020 440997 1683023 21072 9499 0.004365 0.000811 8966 5249 "GRH_RUM" "GRH"
"P7_C08_GRH_PIS_LAW_SP" 7 2156979 2156205 396147 1760058 17247 7282 0.003615 0.000751 6948 4694 "GRH_PIS" "GRH"
"P7_C09_NUR_DEMV_SP" 7 3499869 3498784 766626 2732158 24991 11933 0.005445 0.000825 11194 5543 "NUR_DEMV" "NUR"
"P7_C10_NUR_DEMV_SP" 7 1546100 1545439 327719 1217720 16787 7323 0.004156 0.000812 7009 4366 "NUR_DEMV" "NUR"
"P7_C11_NUR_NEWP_SP" 7 2022012 2021415 422635 1598780 18775 8181 0.004944 0.000807 7764 4744 "NUR_NEWP" "NUR"
"P7_C12_NUR_NEWP_SP" 7 2640235 2638762 556668 2082094 25642 11232 0.006335 0.000852 10378 5442 "NUR_NEWP" "NUR"
"P7_D01_GRH_PIS_STA_SP" 7 850497 850168 169464 680704 12487 5274 0.003177 0.000764 5097 3881 "GRH_PIS" "GRH"
"P7_D02_GRH_PIS_PAT_SP" 7 1795743 1794981 362548 1432433 19624 8124 0.003777 0.000779 7733 5475 "GRH_PIS" "GRH"
"P7_D03_GRH_PIS_LAW_SP" 7 2403993 2402846 401309 2001537 14815 6370 0.003336 0.000748 6060 3414 "GRH_PIS" "GRH"
"P7_D04_GRH_PIS_STA_SP" 7 2326436 2325738 483453 1842285 15841 6977 0.003194 0.000732 6727 4856 "GRH_PIS" "GRH"
"P7_D05_GRH_BEL_KEY_SP" 7 3074058 3072998 630432 2442566 17227 7320 0.003625 0.000708 6969 4400 "GRH_BEL" "GRH"
"P7_D06_GRH_RUM_FAR_SP" 7 217672 217623 43951 173672 8021 2788 0.004371 0.000965 2639 2172 "GRH_RUM" "GRH"
"P7_D07_GRH_RUM_HAM_SP" 7 3122277 3121159 656022 2465137 22430 10609 0.003815 0.000821 10061 5705 "GRH_RUM" "GRH"
"P7_D09_NUR_DEMV_SP" 7 2433637 2432766 520655 1912111 21478 9924 0.004992 0.000817 9405 5154 "NUR_DEMV" "NUR"
"P7_D11_NUR_NEWP_SP" 7 508749 508498 106034 402464 12340 3880 0.003454 0.000867 3719 2515 "NUR_NEWP" "NUR"
"P7_D12_NUR_NEWP_SP" 7 333368 333246 72504 260742 7709 3472 0.00361 0.000913 3346 2419 "NUR_NEWP" "NUR"
"P7_E01_GRH_PIS_STA_SP" 7 2767471 2766655 574799 2191856 20495 9032 0.004052 0.000773 8576 5323 "GRH_PIS" "GRH"
"P7_E02_GRH_PIS_PAT_SP" 7 1442208 1441835 273332 1168503 13041 6041 0.0029 0.000715 5842 4325 "GRH_PIS" "GRH"
"P7_E03_GRH_PIS_LAW_SP" 7 502871 502770 105521 397249 10065 4325 0.00315 0.000848 4170 3289 "GRH_PIS" "GRH"
"P7_E04_GRH_PIS_STA_SP" 7 1220094 1219778 244881 974897 13917 5920 0.003168 0.000727 5710 4565 "GRH_PIS" "GRH"
"P7_E05_GRH_BEL_KEY_SP" 7 978995 978618 205670 772948 15777 6584 0.006586 0.000949 6236 4467 "GRH_BEL" "GRH"
"P7_E06_GRH_RUM_FAR_SP" 7 836214 835904 171987 663917 12982 4639 0.003366 0.000854 4448 3515 "GRH_RUM" "GRH"
"P7_E07_GRH_PIS_LAW_SP" 7 5767324 5765022 1376001 4389021 96704 27698 0.004424 0.001038 25611 5124 "GRH_PIS" "GRH"
"P7_E08_GRH_PIS_STA_SP" 7 2656448 2655619 539059 2116560 21183 9021 0.003837 0.000778 8580 5497 "GRH_PIS" "GRH"
"P7_E09_NUR_DEMV_SP" 7 2129732 2128727 446250 1682477 22101 9505 0.005969 0.000848 8877 4985 "NUR_DEMV" "NUR"
"P7_E10_NUR_DEMV_SP" 7 1783937 1783474 384443 1399031 18815 8148 0.00486 0.000814 7731 4758 "NUR_DEMV" "NUR"
"P7_E11_NUR_NEWP_SP" 7 577298 577019 119386 457633 12509 4933 0.00623 0.001094 4680 3342 "NUR_NEWP" "NUR"
"P7_E12_NUR_NEWP_SP" 7 2093244 2092343 446085 1646258 19588 8709 0.004883 0.000806 8283 4870 "NUR_NEWP" "NUR"
"P7_F01_GRH_PIS_STA_SP" 7 2897990 2896047 593763 2302284 22291 11124 0.004422 0.000792 10451 5419 "GRH_PIS" "GRH"
"P7_F02_GRH_PIS_PAT_SP" 7 2193192 2192486 433055 1759431 13750 5403 0.003002 0.000706 5188 3635 "GRH_PIS" "GRH"
"P7_F03_GRH_PIS_LAW_SP" 7 280334 280236 58362 221874 10778 3160 0.00433 0.000993 2968 2451 "GRH_PIS" "GRH"
"P7_F05_GRH_PIS_STA_SP" 7 646062 645848 134706 511142 13268 5218 0.004895 0.001022 4989 4071 "GRH_PIS" "GRH"
"P7_F06_GRH_RUM_FAR_SP" 7 405731 405633 83997 321636 11170 4371 0.00388 0.001028 4186 3378 "GRH_RUM" "GRH"
"P7_F08_GRH_PIS_STA_SP" 7 2035237 2034456 404145 1630311 20085 8555 0.003778 0.000896 8120 5314 "GRH_PIS" "GRH"
"P7_F09_NUR_DEMV_SP" 7 4930983 4927640 1017116 3910524 26788 16106 0.005341 0.000667 15195 5661 "NUR_DEMV" "NUR"
"P7_F10_NUR_DEMV_SP" 7 5548229 5546960 1163727 4383233 27545 13709 0.005258 0.000778 12892 5826 "NUR_DEMV" "NUR"
"P7_F12_NUR_NEWP_SP" 7 383296 383215 76399 306816 7882 3302 0.003142 0.000902 3190 2181 "NUR_NEWP" "NUR"
"P7_G01_GRH_PIS_STA_SP" 7 2622565 2621836 538085 2083751 19943 8714 0.004109 0.000781 8280 5387 "GRH_PIS" "GRH"
"P7_G02_GRH_PIS_PAT_SP" 7 2236231 2235546 455973 1779573 16363 6568 0.003431 0.000707 6286 4542 "GRH_PIS" "GRH"
"P7_G03_GRH_PIS_LAW_SP" 7 1313779 1313298 269437 1043861 17908 7600 0.004006 0.000866 7226 5050 "GRH_PIS" "GRH"
"P7_G06_GRH_RUM_TER_SP" 7 1196978 1196350 240015 956335 18582 6725 0.004483 0.000865 6322 4717 "GRH_RUM" "GRH"
"P7_G07_GRH_PIS_LAW_SP" 7 814538 814194 410342 403852 95120 24427 0.003406 0.000933 22925 1354 "GRH_PIS" "GRH"
"P7_G08_GRH_BEL_KEY_SP" 7 2273469 2272925 470868 1802057 18667 8694 0.003566 0.000799 8324 5369 "GRH_BEL" "GRH"
"P7_G09_NUR_DEMV_SP" 7 2813997 2812933 591664 2221269 19524 8478 0.004815 0.00077 8087 4859 "NUR_DEMV" "NUR"
"P7_G11_NUR_NEWP_SP" 7 206025 205946 42915 163031 7057 2423 0.003955 0.001098 2316 1699 "NUR_NEWP" "NUR"
"P7_G12_NUR_NEWP_SP" 7 2874066 2872874 596402 2276472 20454 8627 0.005184 0.00078 8173 4940 "NUR_NEWP" "NUR"
"P7_H01_GRH_PIS_STA_SP" 7 1071246 1068851 217039 851812 16871 6263 0.004089 0.000776 5904 4009 "GRH_PIS" "GRH"
"P7_H02_GRH_PIS_PAT_SP" 7 496888 496717 103115 393602 7073 2529 0.001789 0.000746 2456 1892 "GRH_PIS" "GRH"
"P7_H05_GRH_PIS_STA_SP" 7 311590 311506 64504 247002 9851 3753 0.00414 0.000866 3574 2953 "GRH_PIS" "GRH"
"P7_H06_GRH_RUM_HAM_SP" 7 440715 440580 90901 349679 10027 4132 0.003598 0.000854 3980 3240 "GRH_RUM" "GRH"
"P7_H07_GRH_PIS_LAW_SP" 7 1182580 1179766 197643 982123 20167 10047 0.004574 0.000929 9418 3859 "GRH_PIS" "GRH"
"P7_H08_GRH_BEL_KEY_SP" 7 1925162 1924858 401107 1523751 15157 7103 0.003547 0.000767 6814 5008 "GRH_BEL" "GRH"
"P7_H09_NUR_DEMV_SP" 7 3374756 3373804 711686 2662118 18809 7815 0.004656 0.000744 7393 4562 "NUR_DEMV" "NUR"
"P7_H10_NUR_DEMV_SP" 7 848122 847921 182053 665868 11762 5732 0.00432 0.000837 5496 3846 "NUR_DEMV" "NUR"
"P7_H11_NUR_NEWP_SP" 7 1144669 1144334 190452 953882 14411 6180 0.004841 0.000882 5887 4075 "NUR_NEWP" "NUR"
"P7_H12_NUR_NEWP_SP" 7 1120311 1119836 235370 884466 12745 4897 0.003733 0.000719 4685 3159 "NUR_NEWP" "NUR"
"P8_A12_NUR_PINE_SP" 7 3396816 3394981 746056 2648925 24682 11661 0.006148 0.000743 10812 5333 "NUR_PINE" "NUR"
"P8_B11_NUR_PINE_SP" 7 5231135 5228845 1157428 4071417 26457 12760 0.006159 0.000695 11909 5592 "NUR_PINE" "NUR"
"P8_B12_NUR_PINE_SP" 7 4533922 4532478 938790 3593688 24257 10957 0.005364 0.00074 10297 5425 "NUR_PINE" "NUR"
"P8_C11_NUR_PINE_SP" 7 6840675 6837524 1510958 5326566 29478 16125 0.005621 0.000699 15162 5783 "NUR_PINE" "NUR"
"P8_C12_NUR_PINE_SP" 7 3815416 3813757 796911 3016846 29310 16162 0.005635 0.000859 15102 5808 "NUR_PINE" "NUR"
"P8_D11_NUR_PINE_SP" 7 2672030 2667528 557595 2109933 22421 10738 0.00504 0.000721 10022 4932 "NUR_PINE" "NUR"
"P8_D12_NUR_PINE_SP" 7 2133079 2128581 407333 1721248 25850 16925 0.005126 0.00087 16031 5266 "NUR_PINE" "NUR"
"P8_E11_NUR_PINE_SP" 7 5679540 5677733 1240012 4437721 27515 12455 0.005867 0.000807 11596 5662 "NUR_PINE" "NUR"
"P8_E12_NUR_PINE_SP" 7 3293623 3292906 694248 2598658 24389 10483 0.009054 0.000927 9563 5368 "NUR_PINE" "NUR"
"P8_F11_NUR_PINE_SP" 7 3685505 3683104 778131 2904973 26637 14503 0.005701 8e-04 13598 5599 "NUR_PINE" "NUR"
"P8_F12_NUR_PINE_SP" 7 2060833 2060362 445457 1614905 19404 7941 0.005249 0.000809 7494 4721 "NUR_PINE" "NUR"
"P8_G11_NUR_PINE_SP" 7 6174852 6171725 1335379 4836346 29747 16559 0.005696 0.000732 15517 5873 "NUR_PINE" "NUR"
"P8_G12_NUR_PINE_SP" 7 444333 444243 95205 349038 10466 4922 0.005253 0.001053 4705 3441 "NUR_PINE" "NUR"
"P8_H11_NUR_PINE_SP" 7 1094808 1094237 236498 857739 13660 5731 0.00408 0.000739 5502 3709 "NUR_PINE" "NUR"
"P8_H12_NUR_PINE_SP" 7 860892 860714 180928 679786 15375 6278 0.005303 0.001042 5948 4097 "NUR_PINE" "NUR"
