loci_spal,multAllele,counts,het,hobs,p,q,hexp
loc14905_pos76,FALSE,305,1,0.00327868852459016,0.998360655737705,0.00163934426229506,0.00327331362536948
loc14909_pos25,FALSE,290,43,0.148275862068966,0.905172413793103,0.0948275862068966,0.17167063020214
loc14915_pos12,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc14917_pos19,FALSE,300,0,0,1,0,0
loc14924_pos21,FALSE,294,0,0,1,0,0
loc14929_pos15,FALSE,281,2,0.00711743772241993,0.99644128113879,0.00355871886120995,0.00709210876255364
loc14931_pos38,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc14933_pos41,FALSE,303,0,0,1,0,0
loc14934_pos16,FALSE,284,1,0.00352112676056338,0.998239436619718,0.00176056338028174,0.00351492759373151
loc14935_pos15,FALSE,276,1,0.0036231884057971,0.998188405797101,0.00181159420289856,0.00361662465868517
loc14938_pos11,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc14939_pos17,FALSE,261,0,0,1,0,0
loc14940_pos21,TRUE,269,1,0.00371747211895911,0.996282527881041,0.00371747211895912,0.00740730504000776
loc14941_pos160,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc14943_pos54,FALSE,281,1,0.00355871886120996,0.998220640569395,0.00177935943060503,0.0035523866212435
loc14945_pos8,FALSE,314,2,0.00636942675159236,0.996815286624204,0.00318471337579618,0.0063491419530204
loc14946_pos8,FALSE,297,1,0.00336700336700337,0.998316498316498,0.00168350168350173,0.00336133501116676
loc14950_pos4,FALSE,280,0,0,1,0,0
loc14952_pos133,FALSE,266,1,0.0037593984962406,0.99812030075188,0.00187969924812026,0.00375233195771375
loc14953_pos22,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc14955_pos2,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc14956_pos4,FALSE,287,49,0.170731707317073,0.109756097560976,0.890243902439024,0.195419393218322
loc14958_pos112,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc14960_pos151,FALSE,306,35,0.11437908496732,0.929738562091503,0.0702614379084967,0.130649536503054
loc14961_pos131,FALSE,275,2,0.00727272727272727,0.992727272727273,0.00727272727272732,0.0144396694214877
loc14962_pos20,FALSE,290,16,0.0551724137931034,0.972413793103448,0.0275862068965518,0.0536504161712248
loc14964_pos23,FALSE,271,72,0.265682656826568,0.428044280442804,0.571955719557196,0.489644748846012
loc14966_pos1,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc14968_pos29,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc14971_pos11,FALSE,262,2,0.00763358778625954,0.99618320610687,0.00381679389312972,0.00760445195501418
loc14973_pos92,FALSE,262,6,0.0229007633587786,0.984732824427481,0.0152671755725191,0.030068177845114
loc14975_pos14,FALSE,261,1,0.00383141762452107,0.99808429118774,0.00191570881226055,0.00382407774401436
loc14977_pos7,FALSE,282,1,0.00354609929078014,0.99822695035461,0.00177304964539005,0.00353981188069006
loc14980_pos95,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc14981_pos13,FALSE,266,21,0.0789473684210526,0.911654135338346,0.0883458646616542,0.161081745717678
loc14982_pos3,FALSE,269,32,0.118959107806691,0.921933085501859,0.0780669144981413,0.143944942717762
loc14985_pos15,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc14986_pos11,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc14993_pos34,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc14994_pos6,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc14996_pos20,FALSE,301,3,0.00996677740863787,0.995016611295681,0.00498338870431891,0.00991710908268116
loc14997_pos36,FALSE,261,1,0.00383141762452107,0.99808429118774,0.00191570881226055,0.00382407774401436
loc15001_pos4,TRUE,270,0,0,0.998148148148148,0.00185185185185188,0.00369684499314135
loc15008_pos111,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc15009_pos76,FALSE,278,25,0.0899280575539568,0.0629496402877698,0.93705035971223,0.11797396615082
loc15013_pos6,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc15014_pos41,FALSE,298,0,0,1,0,0
loc15017_pos180,FALSE,271,1,0.003690036900369,0.998154981549816,0.00184501845018448,0.00368322871420591
loc15018_pos12,FALSE,297,2,0.00673400673400673,0.996632996632997,0.00336700336700335,0.00671133331065988
loc15019_pos39,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc15021_pos23,FALSE,263,1,0.00380228136882129,0.998098859315589,0.00190114068441061,0.00379505269701737
loc15023_pos12,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc15024_pos1,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc15025_pos11,FALSE,286,27,0.0944055944055944,0.945804195804196,0.0541958041958042,0.102517238006748
loc15026_pos109,FALSE,275,8,0.0290909090909091,0.985454545454545,0.0145454545454545,0.0286677685950413
loc15027_pos16,FALSE,289,4,0.013840830449827,0.98961937716263,0.0103806228373703,0.0205457310137571
loc15029_pos3,FALSE,275,3,0.0109090909090909,0.994545454545455,0.00545454545454549,0.0108495867768596
loc15030_pos30,FALSE,307,9,0.0293159609120521,0.972312703583062,0.0276872964169381,0.0538414200681175
loc15031_pos14,TRUE,281,13,0.0462633451957295,0.0729537366548043,0.927046263345196,0.135262977925811
loc15037_pos20,FALSE,299,1,0.00334448160535117,0.998327759197324,0.00167224080267558,0.0033388888267469
loc15040_pos20,FALSE,259,23,0.0888030888030888,0.947876447876448,0.0521235521235521,0.098813374875151
loc15044_pos6,FALSE,268,22,0.082089552238806,0.082089552238806,0.917910447761194,0.150701715304077
loc15047_pos38,FALSE,275,15,0.0545454545454545,0.961818181818182,0.0381818181818182,0.0734479338842976
loc15048_pos12,FALSE,291,2,0.00687285223367698,0.996563573883162,0.00343642611683848,0.00684923418476397
loc15050_pos29,FALSE,296,24,0.0810810810810811,0.0439189189189189,0.956081081081081,0.0839800949598247
loc15053_pos13,FALSE,260,0,0,1,0,0
loc15058_pos9,FALSE,308,14,0.0454545454545455,0.977272727272727,0.0227272727272727,0.0444214876033057
loc15061_pos45,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc15065_pos51,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc15067_pos33,FALSE,273,80,0.293040293040293,0.373626373626374,0.626373626373626,0.468059413114358
loc15072_pos8,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc15073_pos21,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc15074_pos4,FALSE,306,0,0,1,0,0
loc15075_pos4,FALSE,270,44,0.162962962962963,0.177777777777778,0.822222222222222,0.292345679012346
loc15082_pos104,FALSE,298,39,0.130872483221477,0.911073825503356,0.0889261744966443,0.162036619972073
loc15085_pos56,FALSE,282,81,0.287234042553192,0.285460992907801,0.714539007092199,0.407946028871787
loc15088_pos30,FALSE,294,7,0.0238095238095238,0.981292517006803,0.0187074829931972,0.036715026146513
loc15089_pos22,FALSE,278,36,0.129496402877698,0.111510791366906,0.888489208633094,0.198152269551265
loc15090_pos5,FALSE,292,0,0,1,0,0
loc15092_pos5,FALSE,276,8,0.0289855072463768,0.0181159420289855,0.981884057971015,0.0355755093467759
loc15094_pos22,FALSE,292,5,0.0171232876712329,0.988013698630137,0.011986301369863,0.0236852598986677
loc15097_pos9,FALSE,269,1,0.00371747211895911,0.99814126394052,0.0018587360594795,0.00371056231948139
loc15100_pos45,FALSE,298,9,0.0302013422818792,0.981543624161074,0.0184563758389261,0.0362314760596368
loc15101_pos97,FALSE,308,90,0.292207792207792,0.201298701298701,0.798701298701299,0.321555068308315
loc15102_pos3,FALSE,275,0,0,1,0,0
loc15104_pos102,FALSE,277,1,0.0036101083032491,0.998194945848375,0.00180505415162457,0.00360359186226855
loc15105_pos9,TRUE,266,1,0.0037593984962406,0.996240601503759,0.00375939849624063,0.00749053083837419
loc15106_pos18,FALSE,308,2,0.00649350649350649,0.996753246753247,0.00324675324675328,0.00647242368021594
loc15107_pos36,FALSE,266,1,0.0037593984962406,0.99812030075188,0.00187969924812026,0.00375233195771375
loc15109_pos2,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc15116_pos93,FALSE,278,20,0.0719424460431655,0.039568345323741,0.960431654676259,0.0760053827441644
loc15117_pos19,FALSE,264,1,0.00378787878787879,0.99810606060606,0.00189393939393945,0.00378070477502306
loc15118_pos2,FALSE,307,8,0.0260586319218241,0.980456026058632,0.0195439739413681,0.0383240140478944
loc15119_pos14,FALSE,311,1,0.00321543408360129,0.998392282958199,0.00160771704180063,0.00321026457542826
loc15125_pos57,FALSE,272,0,0,0.996323529411765,0.00367647058823528,0.00732590830449824
loc15128_pos100,FALSE,263,2,0.00760456273764259,0.996197718631179,0.00380228136882133,0.00757564805042728
loc15134_pos50,FALSE,295,1,0.00338983050847458,0.998305084745763,0.00169491525423726,0.00338408503303643
loc15135_pos3,FALSE,264,15,0.0568181818181818,0.96780303030303,0.0321969696969697,0.0623206496786043
loc15142_pos2,FALSE,278,5,0.0179856115107914,0.991007194244604,0.00899280575539574,0.0178238704000829
loc15144_pos6,FALSE,266,41,0.154135338345865,0.855263157894737,0.144736842105263,0.247576177285319
loc15148_pos23,FALSE,290,0,0,1,0,0
loc15150_pos64,FALSE,313,1,0.00319488817891374,0.998402555910543,0.00159744408945683,0.00318978452367579
loc15152_pos30,FALSE,264,1,0.00378787878787879,0.99810606060606,0.00189393939393945,0.00378070477502306
loc15154_pos80,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc15157_pos17,FALSE,283,1,0.00353356890459364,0.998233215547703,0.00176678445229683,0.00352732584999191
loc15158_pos25,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc15169_pos24,FALSE,308,26,0.0844155844155844,0.051948051948052,0.948051948051948,0.0984989036937089
loc15172_pos13,FALSE,302,2,0.00662251655629139,0.996688741721854,0.00331125827814571,0.00660058769352225
loc15174_pos77,FALSE,280,32,0.114285714285714,0.114285714285714,0.885714285714286,0.202448979591837
loc15175_pos119,FALSE,298,1,0.00335570469798658,0.998322147651007,0.00167785234899331,0.00335007432097658
loc15176_pos10,FALSE,288,35,0.121527777777778,0.911458333333333,0.0885416666666666,0.161404079861111
loc15179_pos65,FALSE,273,37,0.135531135531136,0.902930402930403,0.0970695970695971,0.175294180788686
loc15181_pos10,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc15184_pos7,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc15189_pos18,FALSE,268,1,0.00373134328358209,0.998134328358209,0.00186567164179108,0.00372438182223219
loc15190_pos69,FALSE,299,1,0.00334448160535117,0.998327759197324,0.00167224080267558,0.0033388888267469
loc15193_pos122,FALSE,284,121,0.426056338028169,0.522887323943662,0.477112676056338,0.498952340805396
loc15196_pos96,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc15197_pos7,FALSE,280,0,0,0.996428571428571,0.00357142857142856,0.00711734693877549
loc15199_pos88,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc15201_pos20,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc15203_pos5,FALSE,294,43,0.146258503401361,0.113945578231293,0.886054421768708,0.201923966865658
loc15205_pos35,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc15206_pos16,FALSE,305,11,0.0360655737704918,0.978688524590164,0.021311475409836,0.041714592851384
loc15208_pos101,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15209_pos5,FALSE,266,0,0,0.996240601503759,0.00375939849624063,0.00749053083837419
loc15212_pos54,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc15214_pos7,FALSE,292,9,0.0308219178082192,0.974315068493151,0.0256849315068494,0.0500504316006756
loc15217_pos30,FALSE,282,16,0.0567375886524823,0.957446808510638,0.0425531914893617,0.0814848347668627
loc15219_pos55,FALSE,294,1,0.00340136054421769,0.998299319727891,0.00170068027210879,0.0033955759174417
loc15222_pos47,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc15226_pos25,FALSE,274,2,0.0072992700729927,0.996350364963504,0.0036496350364964,0.00727263040119356
loc15228_pos111,FALSE,279,38,0.136200716845878,0.888888888888889,0.111111111111111,0.197530864197531
loc15229_pos8,FALSE,277,5,0.0180505415162455,0.990974729241877,0.00902527075812276,0.0178876304917307
loc15231_pos8,FALSE,261,1,0.00383141762452107,0.99808429118774,0.00191570881226055,0.00382407774401436
loc15235_pos109,FALSE,311,1,0.00321543408360129,0.998392282958199,0.00160771704180063,0.00321026457542826
loc15236_pos6,FALSE,283,54,0.190812720848057,0.830388692579505,0.169611307420495,0.28168662363121
loc15238_pos143,FALSE,298,1,0.00335570469798658,0.998322147651007,0.00167785234899331,0.00335007432097658
loc15239_pos12,FALSE,285,42,0.147368421052632,0.108771929824561,0.891228070175439,0.193881194213604
loc15241_pos9,FALSE,292,44,0.150684931506849,0.102739726027397,0.897260273972603,0.184368549446425
loc15243_pos52,FALSE,280,0,0,1,0,0
loc15246_pos47,FALSE,281,0,0,0.99288256227758,0.00711743772241991,0.0141335596053748
loc15247_pos153,FALSE,307,6,0.0195439739413681,0.00977198697068404,0.990228013029316,0.0193529904826576
loc15251_pos62,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc15254_pos109,FALSE,281,1,0.00355871886120996,0.998220640569395,0.00177935943060503,0.0035523866212435
loc15258_pos93,FALSE,301,7,0.0232558139534884,0.0215946843853821,0.978405315614618,0.0422567079833556
loc15260_pos17,FALSE,299,7,0.0234113712374582,0.98494983277592,0.0150501672240803,0.029647319381215
loc15263_pos27,FALSE,289,0,0,1,0,0
loc15264_pos12,FALSE,308,14,0.0454545454545455,0.974025974025974,0.025974025974026,0.0505987518974532
loc15268_pos120,FALSE,298,0,0,0.996644295302013,0.00335570469798663,0.00668888788793308
loc15273_pos54,FALSE,310,3,0.00967741935483871,0.995161290322581,0.0048387096774194,0.00963059313215409
loc15281_pos5,FALSE,295,2,0.00677966101694915,0.996610169491525,0.00338983050847452,0.00675667911519668
loc15284_pos8,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc15286_pos135,FALSE,265,1,0.00377358490566038,0.99811320754717,0.00188679245283019,0.00376646493414026
loc15287_pos4,FALSE,297,0,0,1,0,0
loc15289_pos3,FALSE,290,2,0.00689655172413793,0.996551724137931,0.00344827586206897,0.00687277051129609
loc15295_pos139,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc15300_pos5,FALSE,303,9,0.0297029702970297,0.975247524752475,0.0247524752475248,0.0482795804332909
loc15303_pos1,FALSE,278,32,0.115107913669065,0.906474820143885,0.0935251798561151,0.169556441177993
loc15304_pos23,FALSE,294,9,0.0306122448979592,0.977891156462585,0.0221088435374149,0.0432400851497061
loc15305_pos29,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15306_pos15,FALSE,290,1,0.00344827586206897,0.998275862068966,0.00172413793103443,0.0034423305588584
loc15308_pos16,FALSE,302,3,0.00993377483443709,0.995033112582781,0.00496688741721851,0.00988443489320638
loc15310_pos113,FALSE,261,1,0.00383141762452107,0.99808429118774,0.00191570881226055,0.00382407774401436
loc15311_pos55,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15313_pos5,FALSE,284,1,0.00352112676056338,0.998239436619718,0.00176056338028174,0.00351492759373151
loc15314_pos6,FALSE,307,3,0.00977198697068404,0.995114006514658,0.00488599348534202,0.00972424110600643
loc15315_pos153,FALSE,291,25,0.0859106529209622,0.936426116838488,0.063573883161512,0.119064489082557
loc15320_pos29,FALSE,270,1,0.0037037037037037,0.998148148148148,0.00185185185185188,0.00369684499314135
loc15322_pos12,FALSE,296,1,0.00337837837837838,0.998310810810811,0.00168918918918914,0.00337267165814454
loc15323_pos121,FALSE,300,39,0.13,0.918333333333333,0.0816666666666667,0.149994444444444
loc15326_pos21,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc15328_pos113,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc15332_pos110,FALSE,302,1,0.0033112582781457,0.998344370860927,0.0016556291390728,0.00330577606245331
loc15334_pos10,FALSE,275,44,0.16,0.872727272727273,0.127272727272727,0.222148760330579
loc15336_pos22,FALSE,303,1,0.0033003300330033,0.998349834983498,0.00165016501650161,0.00329488394383986
loc15338_pos9,FALSE,259,62,0.239382239382239,0.814671814671815,0.185328185328185,0.301963298102294
loc15340_pos4,FALSE,285,101,0.354385964912281,0.643859649122807,0.356140350877193,0.458608802708526
loc15342_pos32,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc15344_pos73,FALSE,270,114,0.422222222222222,0.551851851851852,0.448148148148148,0.494622770919067
loc15348_pos99,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc15349_pos15,FALSE,262,81,0.309160305343511,0.761450381679389,0.238549618320611,0.363287395839403
loc15352_pos13,FALSE,293,1,0.00341296928327645,0.998293515358362,0.00170648464163825,0.00340714510361221
loc15357_pos7,FALSE,263,1,0.00380228136882129,0.998098859315589,0.00190114068441061,0.00379505269701737
loc15358_pos20,FALSE,269,1,0.00371747211895911,0.99814126394052,0.0018587360594795,0.00371056231948139
loc15360_pos19,FALSE,292,11,0.0376712328767123,0.977739726027397,0.0222602739726028,0.0435295083505349
loc15362_pos2,FALSE,272,1,0.00367647058823529,0.998161764705882,0.00183823529411764,0.0036697123702422
loc15366_pos2,FALSE,266,1,0.0037593984962406,0.99812030075188,0.00187969924812026,0.00375233195771375
loc15371_pos64,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15374_pos35,FALSE,260,1,0.00384615384615385,0.998076923076923,0.00192307692307692,0.00383875739644969
loc15375_pos31,FALSE,301,142,0.471760797342193,0.491694352159468,0.508305647840532,0.499862032427898
loc15376_pos2,FALSE,286,22,0.0769230769230769,0.961538461538462,0.0384615384615384,0.0739644970414201
loc15380_pos37,FALSE,295,1,0.00338983050847458,0.998305084745763,0.00169491525423726,0.00338408503303643
loc15388_pos99,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15389_pos80,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc15392_pos24,FALSE,309,1,0.00323624595469256,0.998381877022654,0.00161812297734631,0.003231009310753
loc15393_pos82,FALSE,277,111,0.40072202166065,0.492779783393502,0.507220216606498,0.49989573694431
loc15394_pos97,FALSE,311,1,0.00321543408360129,0.998392282958199,0.00160771704180063,0.00321026457542826
loc15395_pos96,FALSE,288,0,0,0.996527777777778,0.00347222222222221,0.00692033179012343
loc15396_pos14,FALSE,298,1,0.00335570469798658,0.998322147651007,0.00167785234899331,0.00335007432097658
loc15399_pos50,FALSE,305,1,0.00327868852459016,0.998360655737705,0.00163934426229506,0.00327331362536948
loc15403_pos3,FALSE,296,1,0.00337837837837838,0.998310810810811,0.00168918918918914,0.00337267165814454
loc15405_pos102,FALSE,303,2,0.0066006600660066,0.996699669966997,0.00330033003300334,0.00657887570935319
loc15406_pos98,FALSE,308,1,0.00324675324675325,0.998376623376623,0.00162337662337664,0.00324148254343062
loc15412_pos43,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15414_pos22,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc15418_pos5,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15421_pos26,FALSE,310,11,0.0354838709677419,0.97258064516129,0.0274193548387097,0.0533350676378773
loc15423_pos4,FALSE,294,1,0.00340136054421769,0.998299319727891,0.00170068027210879,0.0033955759174417
loc15425_pos111,FALSE,266,2,0.0075187969924812,0.996240601503759,0.00375939849624063,0.00749053083837419
loc15429_pos98,FALSE,261,92,0.352490421455939,0.693486590038314,0.306513409961686,0.425125878950691
loc15434_pos21,FALSE,299,15,0.0501672240802676,0.971571906354515,0.0284280936454849,0.0552398742743369
loc15438_pos13,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15441_pos111,FALSE,308,24,0.0779220779220779,0.948051948051948,0.051948051948052,0.0984989036937089
loc15445_pos3,FALSE,284,0,0,1,0,0
loc15449_pos19,FALSE,273,101,0.36996336996337,0.489010989010989,0.510989010989011,0.499758483274967
loc15450_pos100,FALSE,288,1,0.00347222222222222,0.998263888888889,0.00173611111111116,0.00346619405864207
loc15456_pos15,FALSE,305,1,0.00327868852459016,0.998360655737705,0.00163934426229506,0.00327331362536948
loc15460_pos21,FALSE,273,1,0.00366300366300366,0.998168498168498,0.00183150183150182,0.00365629486508606
loc15462_pos24,FALSE,309,1,0.00323624595469256,0.998381877022654,0.00161812297734631,0.003231009310753
loc15463_pos2,FALSE,294,1,0.00340136054421769,0.998299319727891,0.00170068027210879,0.0033955759174417
loc15465_pos29,FALSE,291,1,0.00343642611683849,0.998281786941581,0.00171821305841924,0.00343052160461023
loc15467_pos11,FALSE,263,2,0.00760456273764259,0.992395437262357,0.00760456273764254,0.0150934667264236
loc15469_pos18,FALSE,278,11,0.039568345323741,0.973021582733813,0.0269784172661871,0.0525011645359972
loc15470_pos105,FALSE,283,0,0,1,0,0
loc15472_pos114,TRUE,268,45,0.167910447761194,0.865671641791045,0.134328358208955,0.232568500779684
loc15475_pos130,FALSE,278,88,0.316546762589928,0.773381294964029,0.226618705035971,0.350525335127581
loc15476_pos21,FALSE,306,38,0.124183006535948,0.124183006535948,0.875816993464052,0.217523174847281
loc15479_pos6,FALSE,280,1,0.00357142857142857,0.998214285714286,0.00178571428571428,0.00356505102040815
loc15484_pos13,FALSE,283,30,0.106007067137809,0.936395759717314,0.0636042402826855,0.119117481801496
loc15485_pos8,FALSE,287,1,0.00348432055749129,0.998257839721254,0.00174216027874563,0.00347825031261758
loc15490_pos23,FALSE,279,1,0.003584229390681,0.99820788530466,0.00179211469534046,0.00357780604051842
loc15494_pos114,FALSE,301,58,0.192691029900332,0.87375415282392,0.12624584717608,0.220615666493747
loc15498_pos15,FALSE,301,5,0.0166112956810631,0.985049833887043,0.0149501661129569,0.0294533172923037
loc15499_pos14,FALSE,286,2,0.00699300699300699,0.996503496503496,0.00349650349650354,0.00696855591960497
loc15501_pos49,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15503_pos6,FALSE,292,12,0.0410958904109589,0.976027397260274,0.023972602739726,0.0467958341152186
loc15505_pos28,FALSE,309,1,0.00323624595469256,0.995145631067961,0.00485436893203883,0.00966160806862098
loc15508_pos12,FALSE,303,111,0.366336633663366,0.305280528052805,0.694719471947195,0.424168654489211
loc15511_pos34,FALSE,261,1,0.00383141762452107,0.99808429118774,0.00191570881226055,0.00382407774401436
loc15512_pos4,FALSE,292,1,0.00342465753424658,0.998287671232877,0.00171232876712324,0.00341879339463304
loc15517_pos20,FALSE,304,1,0.00328947368421053,0.998355263157895,0.00164473684210531,0.00328406336565106
loc15522_pos69,FALSE,259,1,0.00386100386100386,0.998069498069498,0.00193050193050193,0.00385355018559651
loc15524_pos0,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15525_pos141,FALSE,284,1,0.00352112676056338,0.998239436619718,0.00176056338028174,0.00351492759373151
loc15526_pos102,FALSE,271,119,0.439114391143911,0.540590405904059,0.459409594095941,0.496704837897087
loc15528_pos63,FALSE,284,2,0.00704225352112676,0.996478873239437,0.00352112676056338,0.00701745685379884
loc15531_pos25,FALSE,300,1,0.00333333333333333,0.998333333333333,0.0016666666666667,0.00332777777777785
loc15533_pos11,FALSE,294,1,0.00340136054421769,0.998299319727891,0.00170068027210879,0.0033955759174417
loc15541_pos67,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15543_pos20,FALSE,292,9,0.0308219178082192,0.0222602739726027,0.977739726027397,0.0435295083505348
loc15547_pos7,FALSE,292,38,0.13013698630137,0.13013698630137,0.86986301369863,0.226402702195534
loc15548_pos20,FALSE,296,1,0.00337837837837838,0.998310810810811,0.00168918918918914,0.00337267165814454
loc15549_pos16,FALSE,271,1,0.003690036900369,0.998154981549816,0.00184501845018448,0.00368322871420591
loc15551_pos24,FALSE,281,1,0.00355871886120996,0.998220640569395,0.00177935943060503,0.0035523866212435
loc15553_pos81,FALSE,270,1,0.0037037037037037,0.998148148148148,0.00185185185185188,0.00369684499314135
loc15554_pos24,FALSE,308,22,0.0714285714285714,0.951298701298701,0.0487012987012987,0.0926589644122112
loc15558_pos3,FALSE,278,15,0.0539568345323741,0.944244604316547,0.0557553956834532,0.10529346307127
loc15563_pos11,FALSE,301,0,0,0.996677740863787,0.00332225913621265,0.006622443460889
loc15564_pos12,FALSE,287,16,0.0557491289198606,0.961672473867596,0.0383275261324042,0.0737170537459481
loc15567_pos18,FALSE,277,1,0.0036101083032491,0.998194945848375,0.00180505415162457,0.00360359186226855
loc15569_pos11,FALSE,261,66,0.252873563218391,0.766283524904215,0.233716475095785,0.358186168729173
loc15572_pos143,FALSE,296,99,0.33445945945946,0.728040540540541,0.271959459459459,0.395995023739956
loc15575_pos54,FALSE,297,1,0.00336700336700337,0.998316498316498,0.00168350168350173,0.00336133501116676
loc15576_pos54,FALSE,285,57,0.2,0.13859649122807,0.86140350877193,0.238775007694675
loc15577_pos99,FALSE,301,1,0.00332225913621262,0.998338870431894,0.00166112956810627,0.00331674043332846
loc15581_pos2,FALSE,267,8,0.0299625468164794,0.0149812734082397,0.98501872659176,0.0295136697106145
loc15582_pos12,FALSE,265,53,0.2,0.737735849056604,0.262264150943396,0.386963332146671
loc15583_pos16,FALSE,285,1,0.00350877192982456,0.998245614035088,0.00175438596491229,0.00350261618959681
loc15585_pos25,FALSE,272,1,0.00367647058823529,0.998161764705882,0.00183823529411764,0.0036697123702422
loc15589_pos45,FALSE,278,1,0.00359712230215827,0.998201438848921,0.00179856115107913,0.00359065265772991
loc15590_pos4,FALSE,307,1,0.00325732899022801,0.998371335504886,0.00162866449511401,0.00325202389415272
loc15591_pos26,FALSE,300,12,0.04,0.98,0.02,0.0392
loc15597_pos17,FALSE,269,5,0.0185873605947955,0.990706319702602,0.00929368029739774,0.018414615607855
loc15600_pos11,FALSE,312,1,0.0032051282051282,0.998397435897436,0.0016025641025641,0.00319999178172254
loc15602_pos4,FALSE,262,41,0.156488549618321,0.112595419847328,0.887404580152672,0.199835382553464
